slug,company_name,company_linkedin_url,company_status,company_website
crowdvolt,CrowdVolt,https://www.linkedin.com/company/crowdvolt/,Active,https://crowdvolt.com/
kater-ai,kater.ai,https://www.linkedin.com/company/kater-ai/?viewAsMember=true,Active,https://www.kater.ai/
mathos,Mathos,https://www.linkedin.com/company/mathgptpro,Active,https://info.mathos.ai/
tower,Tower,https://www.linkedin.com/company/tower-software-labs/,Active,https://withtower.com/
quivr,Quivr,https://www.linkedin.com/company/getquivr/,Active,https://www.quivr.app/
dragoneye,Dragoneye,https://www.linkedin.com/company/dragoneyeai,Active,https://dragoneye.ai/
renderlet,renderlet,https://www.linkedin.com/company/renderlet,Active,http://renderlet.com/
the-new-money-company,The New Money Company,https://www.linkedin.com/company/newmoneycompany,Active,https://newmoneycompany.com/
forge,Forge,https://www.linkedin.com/company/forgehq/,Active,https://www.forgehq.com/
integuru,Integuru,https://www.linkedin.com/company/integuru-ai/,Active,https://www.integuru.com
voxops-ai,VoxOps AI,https://www.linkedin.com/company/voxopsai/,Active,https://www.voxopsai.com/
granza-bio,Granza Bio,https://www.linkedin.com/company/granza-bio-yc-w24/,Active,https://www.granzabio.com/
haplotype-labs,Haplotype Labs,https://www.linkedin.com/company/haplotype-labs/,Active,https://www.haplotypelabs.com/
healia,Healia,https://www.linkedin.com/company/healia-health,Active,https://www.healiahealth.com/
trueclaim,TrueClaim,https://www.linkedin.com/company/trytrueclaim,Active,https://www.trytrueclaim.com
cocrafter,CoCrafter,https://www.linkedin.com/company/cocrafter/,Active,https://cocrafter.com/
reform,Reform,https://www.linkedin.com/company/reformhq,Active,https://www.reformhq.com
piramidal,Piramidal,https://www.linkedin.com/company/piramidalai/about,Active,https://piramidal.ai
oddsview,OddsView,https://www.linkedin.com/company/oddsview,Active,https://oddsview.com
silogy,Silogy,https://www.linkedin.com/company/100808053/,Active,https://silogy.io
senso,Senso,https://www.linkedin.com/company/senso.ai/,Active,http://www.senso.ai/
eris-biotech,Eris Biotech,https://www.linkedin.com/company/eris-biotech/about/,Active,http://www.erisbio.com/
powder,Powder,https://www.linkedin.com/company/powderfinance/,Active,https://www.powderfi.com/
openfoundry,OpenFoundry,https://www.linkedin.com/company/openfoundry/,Active,https://www.openfoundry.ai/
polar,Polar,https://www.linkedin.com/company/polarfihq,Active,https://www.polarfi.com
penciled,Penciled,https://www.linkedin.com/company/76534709,Active,https://penciled.com/
magic-hour,Magic Hour,https://www.linkedin.com/company/magichour,Active,https://magichour.ai
ryse,Ryse,https://www.linkedin.com/company/ryse-market/,Active,https://www.rysemarket.com/
datacurve,Datacurve,https://www.linkedin.com/company/datacurveai,Active,https://datacurve.ai/
commodityai,CommodityAI,https://www.linkedin.com/company/commodityai,Active,https://commodityai.io/
veles,Veles,https://www.linkedin.com/company/velesinc,Active,http://www.getveles.com/
miden,Miden,https://www.linkedin.com/company/tyrus-technologies/,Active,http://www.miden.co/
fluently,Fluently,https://linkedin.com/company/fluently-ai,Active,https://getfluently.app/
basepilot,Basepilot,https://www.linkedin.com/company/basepilot/,Active,https://www.basepilot.com/
aqua-voice,Aqua Voice,https://www.linkedin.com/company/aqua-voice,Active,https://aquavoice.com
xpay,xPay,https://www.linkedin.com/company/xpay-checkout/?viewAsMember=true,Active,https://www.xpaycheckout.com/
vista-power,Vista Power,https://linkedin.com/company/vista-power,Active,https://vistapower.com
adapted,Adapted,https://linkedin.com/company/adaptedhealth,Active,https://adapted.app
ocular-ai,Ocular AI,https://www.linkedin.com/company/use-ocular,Active,https://useocular.com/
retell-ai,Retell AI,https://www.linkedin.com/company/98828489,Active,https://retellai.com/
rove,Rove,https://www.linkedin.com/company/rovecard/,Active,https://rove.com/
camelai,camelAI,https://www.linkedin.com/company/usecamelAI,Active,https://camelai.com/
spark,Spark,https://www.linkedin.com/company/sparkhqai/,Active,https://www.sparkhq.ai/
downlink,Downlink,https://www.linkedin.com/company/downlink/,Active,https://downlink.dev/
terrakotta,Terrakotta,https://www.linkedin.com/company/terrakotta-ai/about/,Active,https://www.terrakotta.ai/
stacksync,Stacksync,https://www.linkedin.com/company/stacksyncdata/,Active,https://www.stacksync.com/
hatchet-run,Hatchet,https://www.linkedin.com/company/hatchet-run,Active,https://hatchet.run/
sonauto,Sonauto,https://www.linkedin.com/company/sonautoai/,Active,https://sonauto.ai/
bitesight,BiteSight,https://www.linkedin.com/company/bitesight-food-delivery/about/,Active,http://bitesight.com/
velorum-therapeutics,Velorum Therapeutics,https://www.linkedin.com/company/velorumtx/,Active,https://www.velorumtx.com/
zep-ai,Zep AI,https://www.linkedin.com/company/zep-ai/,Active,https://www.getzep.com/
openmart,Openmart,https://linkedin.com/company/openmartai,Active,https://www.openmart.com
triply,Triply,https://www.linkedin.com/company/tripitaca/,Active,https://business.triply.co/
deep24,Deep24,https://www.linkedin.com/company/ultra-advisor,Active,https://deep24.com
alai,Alai,https://www.linkedin.com/company/getalai,Active,https://getalai.com/
lumetric,Lumetric,https://www.linkedin.com/company/lumetricai,Active,https://www.lumetric.ai
brainbase-labs,Brainbase Labs,https://www.linkedin.com/company/usebrainbase,Active,https://brainbaselabs.com
focal,Focal,https://www.linkedin.com/company/focalml/,Active,https://focalml.com/
givefront,Givefront,https://www.linkedin.com/company/givehq,Active,https://givefront.com/
cleva,Cleva,https://www.linkedin.com/company/cleva-banking/,Active,https://www.getcleva.com/
oma-care,Oma Care,https://www.linkedin.com/company/oma-care1/,Active,https://www.omacare.com/
artos,Artos,https://www.linkedin.com/company/99344183/admin/feed/posts/,Active,https://www.artosai.com/
betterbasket,BetterBasket,https://www.linkedin.com/company/98110558,Active,http://www.betterbasket.com
circleback,Circleback,https://linkedin.com/company/circlebackai,Active,https://circleback.ai
justai,JustAI,https://www.linkedin.com/company/getjustai,Active,https://getjust.ai
risotto,Risotto,https://www.linkedin.com/company/tryrisotto/,Active,https://tryrisotto.com/
diana,Diana,https://www.linkedin.com/company/getdiana/,Active,https://getdiana.com/
yondu,Yondu,https://www.linkedin.com/company/yonduai/,Active,https://yondu.ai/
raindrop,Raindrop,https://www.linkedin.com/company/raindrop-ai,Active,https://www.raindrop.ai
floatingpoint,floatingpoint,https://www.linkedin.com/company/floatingpoint-ai,Active,https://floatingpoint.ai
centauri-ai,Centauri AI,https://www.linkedin.com/company/101369147/,Active,https://centauri-ai.tech/
prosights,ProSights,https://www.linkedin.com/company/prosightsdata/,Active,https://prosights.co/
manifold-freight,Manifold Freight,https://www.linkedin.com/company/manifold-freight/,Active,https://www.manifoldfreight.com/
edgetrace,EdgeTrace,https://linkedin.com/company/edgetrace,Active,https://edgetrace.ai/
clarum,Clarum,https://www.linkedin.com/company/clarum-ai,Active,https://clarum.ai
opencall,Opencall,https://www.linkedin.com/company/opencall-ai/?viewAsMember=true,Active,https://opencall.ai/
voicepanel,Voicepanel,https://www.linkedin.com/company/voicepanel,Active,https://voicepanel.com
offdeal,OffDeal,https://www.linkedin.com/company/offdeal/,Active,https://offdeal.io
andy-ai,Andy AI,http://linkedin.com/company/with-andy,Active,https://with-andy.com
hazel-2,Hazel,https://www.linkedin.com/company/hazel-ai,Active,https://hazelai.com/
shiboleth,Shiboleth,https://www.linkedin.com/company/shiboleth/about/,Active,https://www.shiboleth.ai/
aftercare,Aftercare,https://www.linkedin.com/company/getaftercare/,Active,https://getaftercare.com
soundry-ai,Soundry AI,https://www.linkedin.com/company/soundry-ai/,Active,https://soundry.ai/
elodin,Elodin,https://www.linkedin.com/company/elodin-systems-inc,Active,https://elodin.systems/
conduit-ai,Conduit,https://www.linkedin.com/company/useconduitai,Active,https://conduit.ai/?utm_source=referral&utm_medium=organic&utm_campaign=ycombinator
whip,Whip,https://www.linkedin.com/company/joinwhip/,Active,https://whip.run/
toma,Toma,https://www.linkedin.com/company/tomavoice/,Active,http://www.toma.com/
carma,Carma,https://www.linkedin.com/company/carma-com,Active,https://www.joincarma.com/
preloop,Preloop,https://www.linkedin.com/company/preloop/,Active,https://www.preloop.com/
superagent,Superagent,https://www.linkedin.com/company/superagent-sh/,Active,https://superagent.sh/
bilanc,Bilanc,https://www.linkedin.com/company/bilanc,Active,https://www.bilanc.co
sevnai,SevnAI,https://www.linkedin.com/company/pyspur/,Active,https://sevn.ai/
astro-mechanica,Astro Mechanica,https://www.linkedin.com/company/astro-mechanica/,Active,https://astromecha.co/
codeant-ai,CodeAnt AI,https://www.linkedin.com/company/codeant-ai,Active,https://codeant.ai/
draftaid,Draftaid,https://www.linkedin.com/company/draftaid,Active,https://draftaid.io/
metofico,Metofico,https://www.linkedin.com/company/31390857/admin/inbox/,Active,https://metofico.com/
ellipsis,Ellipsis,https://www.linkedin.com/company/ellipsis-dev/,Active,https://ellipsis.dev/
dime-2,Dime,https://www.linkedin.com/company/dime-health,Active,https://www.dimehealth.ai/
solari-ai,Solari AI,https://www.linkedin.com/company/solari-ai,Active,https://www.usesolari.ai/
pazi,Pazi,https://www.linkedin.com/company/pazi-agi,Active,https://pazi.ai/
open,Open,https://www.linkedin.com/company/opencopilot,Active,https://open.cx/
salvy,Salvy,https://www.linkedin.com/company/use-salvy,Active,https://www.salvy.com.br
centralize,Centralize,https://www.linkedin.com/company/usecentralize,Active,https://www.usecentralize.com/
firebender,Firebender,https://www.linkedin.com/company/firebender-com/,Active,https://firebender.com/
aether,Aether,https://www.linkedin.com/company/aether,Active,https://www.tryaether.co/
parallel,Parallel,https://www.linkedin.com/company/beparallel/,Active,https://www.beparallel.com/?utm_source=ycombinator&utm_medium=directory
vibrant-labs,Vibrant Labs,https://www.linkedin.com/company/vibrant-labs-ai,Active,https://vibrantlabs.com/
sync-2,sync.,https://www.linkedin.com/company/synclabs-ai/,Active,https://sync.so/
pandasai,PandasAI,https://www.linkedin.com/company/pandasai/,Active,https://pandas-ai.com/
infinity,Infinity,https://www.linkedin.com/company/infinityinvest/,Active,https://www.infinityapp.in/
inquery-2,InQuery,https://www.linkedin.com/company/inquery-data/?viewAsMember=true,Active,https://www.inquery.ai/
14-ai,14.ai,https://www.linkedin.com/company/14ai/,Active,https://14.ai/
tamarind-bio,Tamarind Bio,https://www.linkedin.com/company/tamarind-bio/,Active,https://www.tamarind.bio/
clarion,Clarion,https://www.linkedin.com/company/clarionhealthai/,Active,https://clarionhealth.com/
consul,Consul,https://www.linkedin.com/company/onconsul/,Active,https://onconsul.com/
cpgscout,Scout,https://www.linkedin.com/company/99366646,Active,https://cpgscout.ai/
decipher-ai,Decipher AI,https://www.linkedin.com/company/decipher-ai/,Active,https://getdecipher.com/
lemonslice,LemonSlice,https://www.linkedin.com/company/lemonslice,Active,https://www.lemonslice.com/
guide-labs,Guide Labs,https://www.linkedin.com/company/guide-labs,Active,https://www.guidelabs.ai/
omniai,OmniAI,https://www.linkedin.com/company/getomni-ai/,Active,https://getomni.ai/
respan,Respan,https://www.linkedin.com/company/respan-ai,Active,https://respan.ai
promptarmor,PromptArmor,https://www.linkedin.com/company/promptarmor,Active,https://promptarmor.com/
zaymo,Zaymo,https://www.linkedin.com/company/zaymo,Active,https://zaymo.com/
meticulate,Meticulate,https://www.linkedin.com/company/meticulate/,Active,https://meticulate.ai/
cloudcruise,CloudCruise,https://www.linkedin.com/company/cloudcruise,Active,https://cloudcruise.com/
lucite,Lucite,https://linkedin.com/company/lucitetechnologysolutions/about/,Active,https://www.lucite.ai/
onegrep,OneGrep,https://www.linkedin.com/company/onegrep,Active,https://www.onegrep.dev
tusk,Tusk,https://www.linkedin.com/company/usetusk,Active,https://usetusk.ai/
partnerhq,PartnerHQ,https://www.linkedin.com/company/trypartnerhq/,Active,https://trypartnerhq.com/
atopile,atopile,https://www.linkedin.com/company/99142194/,Active,http://atopile.io/
copper-health,Copper Health,https://www.linkedin.com/company/copperhealth/,Active,https://www.copperhealth.co/
synsorybio,SynsoryBio,https://www.linkedin.com/company/synsorybio/,Active,https://www.synsorybio.com/
yoneda-labs,Yoneda Labs,https://www.linkedin.com/company/YonedaLabs,Active,https://www.yonedalabs.com
topo,Topo,https://www.linkedin.com/company/topo-sales,Active,https://www.topo.io/
trellis-ai,Trellis AI,https://www.linkedin.com/company/runtrellis,Active,https://runtrellis.com/
ecliptor,Ecliptor,https://www.linkedin.com/company/99437744/,Active,https://ecliptor.ai/
greenboard,Greenboard,https://www.linkedin.com/company/greenboard-compliance/,Active,https://www.greenboard.com/
eggnog,Eggnog,https://www.linkedin.com/company/eggnogai,Active,https://www.eggnog.ai/
artisan,Artisan,https://www.linkedin.com/company/artisanai/,Active,https://artisan.co/?utm_source=ycombinator
octolane-ai,Octolane AI,https://www.linkedin.com/company/99134096,Active,https://www.octolane.com
suretynow,SuretyNow,https://www.linkedin.com/company/withsuretynow,Active,https://suretynow.com/
roe,ROE,https://www.linkedin.com/company/roe-ai,Active,https://getroe.ai
furtherai,FurtherAI,https://www.linkedin.com/company/furtherai/,Active,https://www.furtherai.com/
arini,Arini,https://www.linkedin.com/company/ariniai,Active,https://www.arini.ai
paradigm,Paradigm,https://www.linkedin.com/company/tryparadigm/,Active,https://www.paradigmai.com/
pointone,PointOne,https://www.linkedin.com/company/pointoneai,Active,https://pointone.com/
averyiq,AveryIQ,https://www.linkedin.com/company/averyiq,Active,https://averyiq.com/
wavelength,Wavelength,https://www.linkedin.com/company/wavelengthcx/,Active,https://wavelength.cx/
mathdash,MathDash,https://www.linkedin.com/company/102834223/admin/feed/posts/,Active,https://mathdash.com/
leaping,Leaping,https://www.linkedin.com/company/leapinglabs,Active,https://www.leaping.io/
basalt,Basalt,https://www.linkedin.com/company/101564456/,Active,https://basalt.space/
carousel-technologies,Carousel Technologies,https://www.linkedin.com/company/carousel-tech/,Active,https://usecarousel.com/
agentic-labs-2,Agentic Labs,https://www.linkedin.com/company/agentic-labs/,Active,https://agenticlabs.com/
pivot-robotics,Pivot Robotics,https://www.linkedin.com/company/pivot-robots/,Active,https://pivotrobotics.com/
aidy,Aidy,https://www.linkedin.com/company/aidyhq/about/,Active,https://www.aidyhq.com/
garage-2,Garage,https://www.linkedin.com/company/withgarage/,Active,https://www.shopgarage.com/
argon-ai-inc,"Argon AI, Inc.",https://www.linkedin.com/company/argon-ai/about/?viewAsMember=true,Active,https://www.argon-ai.com/
ncompass-technologies,nCompass Technologies,https://linkedin.com/company/ncompass-technologies,Active,https://www.ncompass.tech/
pretzel-ai,Pretzel AI,https://www.linkedin.com/company/pretzel-ai,Active,https://withpretzel.com
alex-com,Alex,https://www.linkedin.com/company/hire-alex/,Active,https://alex.com/
malibou,malibou,https://www.linkedin.com/company/malibou-hr/,Active,https://www.malibou.co/
newton,Newton,https://www.linkedin.com/company/newton,Active,https://joinnewton.com
saga-ai,Saga AI,https://www.linkedin.com/company/102820110/,Active,https://usesaga.ai/
tuesday-labs,Tuesday Labs,https://www.linkedin.com/company/tuesdaylabs/,Active,https://www.tuesdaylabs.com/
momentic,Momentic,https://www.linkedin.com/company/momentic-ai,Active,https://momentic.ai
reducto,Reducto,https://www.linkedin.com/company/reducto-ai/,Active,https://reducto.ai/
andon-labs,Andon Labs,https://www.linkedin.com/company/andonlabs/,Active,https://andonlabs.com/
maia,Maia,https://linkedin.com/company/ourmaia,Active,https://www.ourmaia.com/
nuanced,Nuanced,https://www.linkedin.com/company/nuanced-inc,Active,https://www.nuanced.dev/
tracecat,Tracecat,https://www.linkedin.com/company/tracecathq,Active,https://tracecat.com/
kabilah,Kabilah,https://www.linkedin.com/company/kabilah/,Active,https://www.kabilah.com/
sonia,Sonia,https://www.linkedin.com/company/sonia-health/,Active,https://soniahealth.com/
tekton-dynamics,Tekton Dynamics,https://www.linkedin.com/company/maihem/,Active,https://www.tekton-dynamics.com/
ion-design,ion design,https://www.linkedin.com/company/ion-dot-design,Active,https://www.ion.design/
duckie,Duckie,https://www.linkedin.com/company/duckie-ai/,Active,https://duckie.ai/
ubicloud,Ubicloud,https://www.linkedin.com/company/ubicloud,Active,https://www.ubicloud.com
greptile,Greptile,https://linkedin.com/company/greptile,Active,https://www.greptile.com/
cora,Cora,https://www.linkedin.com/company/coracoach,Active,https://www.corahealth.app/download
ego,ego,https://www.linkedin.com/company/egolive/,Active,https://egoai.com/
legora,Legora,https://www.linkedin.com/company/leyalaw/,Active,https://www.legora.com/
scritch,Scritch,https://www.linkedin.com/company/100475282,Active,https://www.scritchai.com/
relari,Relari,https://www.linkedin.com/company/relari,Active,https://www.relari.ai/
drymerge,DryMerge,https://www.linkedin.com/company/98894763/,Active,https://www.drymerge.com/
navier-ai,Navier AI,https://www.linkedin.com/company/navier-ai/about/,Active,http://navier.ai/
upsolve-ai,Upsolve AI,https://www.linkedin.com/company/upsolveai/,Active,https://upsolve.ai/
gumloop,Gumloop,https://www.linkedin.com/company/gumloop/,Active,https://www.gumloop.com/
driver,Driver,https://www.linkedin.com/company/driver-ai,Active,https://www.driver.ai/
yenmo,Yenmo,https://www.linkedin.com/company/yenmo-in/,Active,https://yenmo.in/
governgpt,GovernGPT,https://www.linkedin.com/company/93647085/,Active,https://www.governgpt.com/
